quarter,game_clock,drive_num,drive_count,poss,down,dist,yl,terr,play_type,gain_loss,gnls_to_yl,gnls_to_terr,rusher,run_dir,passer,pass_dir,pass_depth,intended,pass_result,intBy,int_terr,int_yl,pbuBy,hurriedBy,kicker,kick_yards,kick_terr,kick_yl,kick_result,fg_dist,fg_result,xp_type,xp_result,retBy,ret_yards,ret_terr,ret_yl,tackler1,tackler2,fumble_num,fumbleBy,recoveredBy,recovery_team,recov_terr,recov_yl,presnap_pen,penalty,penOn,pen_team,pen_yards,touchdown,no_play,timeout,kneel,away_points_on_play,home_points_on_play,away_points,home_points
3,01:13,20,15,LIU,,,,,Kickoff,,,,,,,,,,,,,,,,Michael Coney,58,BRY,7,Return,,,,,Anthony Frederick,18,BRY,25,Jai Roe,,,,,,,,,,,,,,,,,0,0,10.0,21.0
3,01:07,21,0,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
3,01:07,21,1,BRY,1,10,-25,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
3,01:07,21,2,BRY,1,10,-25,BRY,Run,4.0,29,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,Fabrice Mukendi,,,,,,,,,,,,,,,,,0,0,10.0,21.0
3,01:07,21,3,BRY,2,6,-29,BRY,Pass,7.0,36,BRY,,,Zevi Eckhaus,M, short,Jalen Powell,Complete,,,,,,,,,,,,,,,,,,,Kam Canterbury,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,01:07,22,0,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,15:00,22,1,BRY,1,10,-36,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,15:00,22,2,BRY,1,10,-36,BRY,Pass,0.0,,,,,Zevi Eckhaus,M, short,Anthony Frederick,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,15:00,22,3,BRY,2,10,-36,BRY,Pass,7.0,43,BRY,,,Zevi Eckhaus,R, short,AC White,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,15:00,22,4,BRY,3,3,-43,BRY,Pass,0.0,,,,,Zevi Eckhaus,R, short,Fabrice Mukendi,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,15:00,22,5,BRY,4,3,-43,BRY,Punt,,,,,,,,,,,,,,,,Ethan Gettman,29,LIU,28,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,15:00,22,6,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,0,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,1,LIU,1,10,-28,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,2,LIU,1,10,-28,LIU,Pass,-7.0,21,LIU,,,Chris Howell,,,,Sack,,,,,,,,,,,,,,,,,,,Michael Otty,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,3,LIU,2,17,-21,LIU,Run,15.0,36,LIU,Chris Howell,R,,,,,,,,,,,,,,,,,,,,,,,,Chris Yates,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,4,LIU,3,2,-36,LIU,Run,9.0,45,LIU,Maurice Smith,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,5,LIU,1,10,-45,LIU,Pass,0.0,,,,,Chris Howell,M, short,Zach Rhodes,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,6,LIU,2,10,-45,LIU,Run,5.0,50,LIU,Ethan Greenwood,R,,,,,,,,,,,,,,,,,,,,,,,,Darnel Shillingford,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,7,LIU,3,5,50,LIU,Pass,0.0,,,,,Chris Howell,R, short,Owen Glascoe,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,8,LIU,4,5,50,LIU,Punt,,,,,,,,,,,,,,,,Will Lynch,35,BRY,15,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,13:55,23,9,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,11:12,24,0,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,11:12,24,1,BRY,1,10,-15,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,11:12,24,2,BRY,1,10,-15,BRY,Run,3.0,18,BRY,Simi Bakare,R,,,,,,,,,,,,,,,,,,,,,,,,Mason Buono,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,11:12,24,3,BRY,2,7,-18,BRY,Run,2.0,20,BRY,Simi Bakare,L,,,,,,,,,,,,,,,,,,,,,,,,Leisaan Hibbert,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,11:12,24,4,BRY,3,5,-20,BRY,Pass,0.0,,,,,Zevi Eckhaus,R, short,AC White,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,11:12,24,5,BRY,4,5,-20,BRY,Punt,,,,,,,,,,,,,,,,Ethan Gettman,42,LIU,38,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,11:12,24,6,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,09:39,25,0,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,09:39,25,1,LIU,1,10,-38,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,09:39,25,2,LIU,1,10,-38,LIU,Pass,0.0,,,,,Ethan Greenwood,L, short,Pat Bowen,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,09:39,25,3,LIU,2,10,-38,LIU,Run,5.0,43,LIU,Pat Bowen,R,,,,,,,,,,,,,,,,,,,,,,,,Austin Edmonds,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,09:39,25,4,LIU,3,5,-43,LIU,Pass,0.0,,,,,Chris Howell,M, short,Pat Bowen,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,09:39,25,5,LIU,4,5,-43,LIU,Punt,,,,,,,,,,,,,,,,Will Lynch,42,BRY,15,Return,,,,,Jalen Powell,0,BRY,15,Kam Canterbury,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,09:39,25,6,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,08:51,26,0,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,08:51,26,1,BRY,1,10,-15,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,08:51,26,2,BRY,1,10,-15,BRY,Pass,1.0,16,BRY,,,Zevi Eckhaus,L, short,Fabrice Mukendi,Complete,,,,,,,,,,,,,,,,,,,Shemar Paul,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,08:51,26,3,BRY,2,9,-16,BRY,Run,6.0,22,BRY,Fabrice Mukendi,M,,,,,,,,,,,,,,,,,,,,,,,,Antwan Spencer,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,08:51,26,4,BRY,3,3,-22,BRY,Run,6.0,28,BRY,Fabrice Mukendi,L,,,,,,,,,,,,,,,,,,,,,,,,Antwan Spencer,Daylen Fuller,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,08:51,26,5,BRY,1,10,-28,BRY,Run,0.0,28,BRY,Fabrice Mukendi,L,,,,,,,,,,,,,,,,,,,,,,,,Daylen Fuller,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,08:51,26,6,BRY,2,10,-28,BRY,Pass,11.0,39,BRY,,,Zevi Eckhaus,L, short,Konor Lathrop,Complete,,,,,,,,,,,,,,,,,,,DQ Watkins,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,08:51,26,7,BRY,1,10,-39,BRY,Pass,0.0,,,,,Zevi Eckhaus,L, deep,Matthew Prochaska,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamichael Watts,,,,1.0,,,0,0,10.0,21.0
4,08:51,26,8,BRY,1,20,-29,BRY,Run,1.0,30,BRY,Simi Bakare,M,,,,,,,,,,,,,,,,,,,,,,,,Leisaan Hibbert,,,,,,,,,,,,,,,1.0,,0,0,10.0,21.0
4,04:48,26,9,BRY,2,19,-30,BRY,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:48,26,10,BRY,2,19,-30,BRY,Run,7.0,37,BRY,Zevi Eckhaus,R,,,,,,,,,,,,,,,,,,,,,,,,Daylen Fuller,,,,,,,,,,,,,,,1.0,,0,0,10.0,21.0
4,04:34,26,11,BRY,3,12,-37,BRY,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:34,26,12,BRY,3,12,-37,BRY,Pass,0.0,,,,,Zevi Eckhaus,M, short,Gary Cooper,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:34,26,13,BRY,4,12,-37,BRY,Punt,,,,,,,,,,,,,,,,Ethan Gettman,33,LIU,30,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:34,26,14,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,0,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,1,LIU,1,10,-30,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,2,LIU,1,10,-30,LIU,Run,0.0,30,LIU,Chris Howell,L,,,,,,,,,,,,,,,,,,,,,,,,Jayvis Rayside,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,3,LIU,2,10,-30,LIU,Pass,3.0,33,LIU,,,Chris Howell,L, short,Maurice Smith,Complete,,,,,,,,,,,,,,,,,,,Nick Alvarado,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,4,LIU,3,7,-33,LIU,Pass,12.0,45,LIU,,,Chris Howell,M, short,Quincy McDuffie,Complete,,,,,,,,,,,,,,,,,,,Sean Hunt,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,5,LIU,1,10,-45,LIU,Pass,16.0,39,BRY,,,Chris Howell,L, short,Davon Wells,Complete,,,,,,,,,,,,,,,,,,,Avery Dixon,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,6,LIU,1,10,39,BRY,Pass,23.0,16,BRY,,,Chris Howell,R, short,Owen Glascoe,Complete,,,,,,,,,,,,,,,,,,,Eddie Jackson III,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,7,LIU,1,10,16,BRY,Pass,0.0,,,,,Chris Howell,L, short,Aviyon Smith-Mack,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,8,LIU,2,10,16,BRY,Pass,0.0,,,,,Chris Howell,M, short,Davon Wells,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,04:25,27,9,LIU,3,10,16,BRY,Run,3.0,13,BRY,Maurice Smith,M,,,,,,,,,,,,,,,,,,,,,,,,Michael Otty,Nick Alvarado,,,,,,,,,,,,,,1.0,,0,0,10.0,21.0
4,01:38,27,10,LIU,4,7,13,BRY,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,01:38,27,11,LIU,4,7,13,BRY,Pass,0.0,,,,,Chris Howell,R, short,Owen Glascoe,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,01:38,27,12,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,01:33,28,0,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,01:33,28,1,BRY,1,10,-13,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0,0,10.0,21.0
4,01:33,28,2,BRY,2,7,-16,BRY,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,01:33,28,3,BRY,1,10,-13,BRY,Run,3.0,16,BRY,Zevi Eckhaus,M,,,,,,,,,,,,,,,,,,,,,,,,Leisaan Hibbert,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,01:33,28,4,BRY,2,7,-16,BRY,Run,-1.0,,,TEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,0,10.0,21.0
4,00:42,28,5,BRY,3,8,-15,BRY,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,00:42,28,6,BRY,3,8,-15,BRY,Run,-3.0,,,TEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,10.0,21.0
4,00:00,28,7,BRY,4,11,-12,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
4,00:00,28,8,BRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.0,21.0
